ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	4235.294117647059	4235.294117647059	
1	4235.294117647059	4235.294117647059	
2	4235.294117647059	4235.294117647059	
3	4235.294117647059	4235.294117647059	
4	4235.294117647059	4235.294117647059	
5	4235.294117647059	4235.294117647059	
6	4235.294117647059	4235.294117647059	
7	4235.294117647059	4235.294117647059	
8	4235.294117647059	4235.294117647059	
9	4235.294117647059	4235.294117647059	
10	4235.294117647059	4235.294117647059	
